大有村,Dayou Vil.
大有里,Dayou Vil.
大池村,Dachi Vil.
大竹村,Dazhu Vil.
大竹里,Dazhu Vil.
大竹巷,Dazhu Ln.
大老巷,Dalao Ln.
大西村,Daxi Vil.
大坑村,Dakeng Vil.
大坑里,Dakeng Vil.
大坑巷,Dakeng Ln.
大坑墘巷,Dakengqian Ln.
大宏里,Dahong Vil.
大村村,Dacun Vil.
大村里,Dacun Vil.
大肚村,Dadu Vil.
大肚里,Dadu Vil.
大里里,Dali Vil.
大佳里,Dajia Vil.
大和里,Dahe Vil.
大坡村,Dapo Vil.
大坡里,Dapo Vil.
大坪村,Daping Vil.
大坪里,Daping Vil.
大坪巷,Daping Ln.
大坵村,Daqiu Vil.
大定里,Dading Vil.
大岩巷,Dayan Ln.
大岸巷,Da’an Ln.
大忠村,Dazhong Vil.
大忠里,Dazhong Vil.
大昌里,Dachang Vil.
大昌巷,Dachang Ln.
大明一巷,Daming 1st Ln.
大明二巷,Daming 2nd Ln.
大明里,Daming Vil.
大明巷,Daming Ln.
大東里,Dadong Vil.
大東巷,Dadong Ln.
大林村,Dalin Vil.
大林里,Dalin Vil.
大林巷,Dalin Ln.
大武村,Dawu Vil.
大武里,Dawu Vil.
大河一巷,Dahe 1st Ln.
大河二巷,Dahe 2nd Ln.
大河村,Dahe Vil.
大河里,Dahe Vil.
大直里,Dazhi Vil.
大社村,Dashe Vil.
大社里,Dashe Vil.
大舍里,Dashe Vil.
大門巷,Damen Ln.
大信里,Daxin Vil.
大信巷,Daxin Ln.
大勇里,Dayong Vil.
大勇巷,Dayong Ln.
大南村,Danan Vil.
大南里,Danan Vil.
大城村,Dacheng Vil.
大城里,Dacheng Vil.
大城巷,Dacheng Ln.
大客里,Dake Vil.
大洋里,Dayang Vil.
大洋巷,Dayang Ln.
大津里,Dajin Vil.
大洲村,Dazhou Vil.
大洲里,Dazhou Vil.
大眉里,Damei Vil.
大禹里,Dayu Vil.
大科里,Dake Vil.
大突里,Datu Vil.
大突巷,Datu Ln.
大美村,Damei Vil.
大美里,Damei Vil.
大苓里,Daling Vil.
大茂巷,Damao Ln.
大倉村,Dacang Vil.
大厝里,Dacuo Vil.
大厝巷,Dacuo Ln.
大埔自強巷,Dapuziqiang Ln.
大埔村,Dapu Vil.
大埔里,Dapu Vil.
大埔巷,Dapu Ln.
大埕里,Dacheng Vil.
大展巷,Dazhan Ln.
大峰里,Dafeng Vil.
大峰巷,Dafeng Ln.
大崁里,Dakan Vil.
大庭里,Dating Vil.
大庭巷,Dating Ln.
大恩里,Da’en Vil.
大海里,Dahai Vil.
大荖里,Dalao Vil.
大馬村,Dama Vil.
大區巷,Daqu Ln.
大埤里,Dapi Vil.
大堀村,Dajue Vil.
大堀里,Dajue Vil.
大崎村,Daqi Vil.
大崎里,Daqi Vil.
大崎巷,Daqi Ln.
大崗里,Dagang Vil.
大崙一巷,Dalun 1st Ln.
大崙二巷,Dalun 2nd Ln.
大崙村,Dalun Vil.
大崙里,Dalun Vil.
大崙巷,Dalun Ln.
大強里,Daqiang Vil.
大旋巷,Daxuan Ln.
大涼里,Daliang Vil.
大眾巷,Dazhong Ln.
大莊里,Dazhuang Vil.
大連里,Dalian Vil.
大鳥村,Daniao Vil.
大勝巷,Dasheng Ln.
大博巷,Dabo Ln.
大富村,Dafu Vil.
大富里,Dafu Vil.
大富巷,Dafu Ln.
大智里,Dazhi Vil.
大智巷,Dazhi Ln.
大森巷,Dasen Ln.
大港里,Dagang Vil.
大湖村,Dahu Vil.
大湖里,Dahu Vil.
大湖巷,Dahu Ln.
大湳里,Danan Vil.
大湳巷,Danan Ln.
大發里,Dafa Vil.
大舜巷,Dashun Ln.
大華村,Dahua Vil.
大華里,Dahua Vil.
大進村,Dajin Vil.
大鄉里,Daxiang Vil.
大雁村,Dayan Vil.
大雁巷,Dayan Ln.
大雅里,Daya Vil.
大順里,Dashun Vil.
大園村,Dayuan Vil.
大園里,Dayuan Vil.
大園巷,Dayuan Ln.
大廈巷,Daxia Ln.
大愛一巷,Da’ai 1st Ln.
大愛二巷,Da’ai 2nd Ln.
大愛三巷,Da’ai 3rd Ln.
大愛里,Da’ai Vil.
大愛巷,Da’ai Ln.
大新村,Daxincun
大新里,Daxin Vil.
大新巷,Daxin Ln.
大楓里,Dafeng Vil.
大業里,Daye Vil.
大溝村,Dagou Vil.
大溝巷,Dagou Ln.
大溪里,Daxi Vil.
大溪巷,Daxi Ln.
大義村,Dayi Vil.
大義里,Dayi Vil.
大義巷,Dayi Ln.
大葛里,Dage Vil.
大誠里,Dacheng Vil.
大農里,Danong Vil.
大道里,Dadao Vil.
大隘村,Da’ai Vil.
大旗村,Daqi Vil.
大榮里,Darong Vil.
大榮巷,Darong Ln.
大漢村,Dahan Vil.
大漢里,Dahan Vil.
大福村,Dafu Vil.
大福里,Dafu Vil.
大福巷,Dafu Ln.
大管巷,Daguan Ln.
大墩里,Dadun Vil.
大寮村,Daliao Vil.
大寮里,Daliao Vil.
大廟里,Damiao Vil.
大德村,Dade Vil.
大德里,Dade Vil.
大德巷,Dade Ln.
大慶里,Daqing Vil.
大潭村,Datan Vil.
大潭里,Datan Vil.
大鞍里,Da’an Vil.
大學里,Daxue Vil.
大樹里,Dashu Vil.
大橋村,Daqiao Vil.
大橋里,Daqiao Vil.
大橋巷,Daqiao Ln.
大糖里,Datang Vil.
大興村,Daxing Vil.
大興里,Daxing Vil.
大興巷,Daxing Ln.
大遼里,Daliao Vil.
大龍村,Dalong Vil.
大嶺巷,Daling Ln.
大營里,Daying Vil.
大隱村,Dayin Vil.
